word	weight
cantum	4
berharta	4
sakelek	4
manja	5
memperelok	3
fit	4
mengizinkan	3
widyaiswara	3
paduka	4
mempersolek	3
mengakar	5
terdahulu	4
berkegiatan	4
menghikayatkan	3
perserikatan	3
penghuni	3
cendera	4
ugahari	3
sohor	4
besar akal	4
sepatu	3
perangsang	3
kawakan	5
azamat	4
sekar	5
menggemparkan	4
angan	3
menurut	4
sekah	3
meramalkan	3
sekam	3
bertundangan	3
bausuku	3
terperinci	3
bergantung	4
berkesesuaian	3
taruhan	3
jala	3
resam	3
Ahad	3
bermartabat	4
andur	3
cerminan	3
menghukum	4
umur	4
duga	3
menokok	3
lurus	4
juak-juak	5
pemaafan	5
jalan keluar	3
berlilit	3
fantasi	3
makhluk	3
rana	4
mengalunkan	3
bubuh	4
andil	4
berbagai macam	3
gatra	3
petah lidah	4
tengkuluk	3
instingtif	3
donatur	3
jibilah	4
pusaka	4
perseptif	3
otomatis	3
rupawan	5
preinan	3
absorpsi	3
kemangkakan	3
warok	3
paket	4
preseden	4
bersanggama	5
endut-endut	3
eksklusif	4
beruntutan	3
naik daun	4
mata gawai	4
melalui	3
hayo	4
eksplisit	3
sinuhun	4
penyimpan	3
longo	3
sosialita	5
beruntung	4
bulat kata	3
hipotetis	3
perai	3
kemampuan	4
fatamorgana	3
meledos	3
tersungging	5
bersambang	4
spesialis	4
interupsi	3
refleks	3
penjenang	4
dok	4
kehadiran	3
dol	3
metah	4
malayari	3
maimun	4
datar	3
melanyak	4
berdiam	4
gajak	4
bisikan	4
bakir	4
kenduri	4
tangkisan	3
bersengat	5
bain	3
delusi	3
mencebikkan	4
mengeloskan	3
menelurkan	3
preventif	4
capek	4
berguna	5
tanya jawab	3
stop	3
mengimbuhi	3
penongkat	3
ekstremis	3
khayalan	4
sosialistis	3
tungkak	4
kekhususan	3
perian	3
sauk	3
serentak	3
panggul	4
habis	3
gubahan	3
bagak	5
bagas	5
angan-angan	4
bertakwa	4
mengenang	3
menyesali	3
awas	4
jreng	3
kekuatan	3
bersahaja	5
figur	3
beroleh	3
perolehan	3
mengarifi	3
kesebatan	4
pemilikan	3
gebyar	4
sedeng	3
kemahiran	4
menghinakan	4
martabat	5
keterikatan	4
pionir	3
berakidah	4
kepentingan	5
bernapaskan	3
gigil	3
trengginas	5
pulut	3
terbangun	3
jaya	4
sintal	3
lemah	5
susah hati	3
stupa	4
lemas	5
jantan	5
beranak	3
jabar	3
rekaan	3
putus kata	4
intuitif	3
sorongan	4
impulsif	3
bercermin	4
kecerdikan	4
inferensi	3
berjasa	4
sintetis	3
ramanda	3
intan	3
tanggapan	3
takrif	3
moratorium	3
perkiraan	3
membenang	4
servis	3
reksa	3
bugar	4
silang pendapat	3
kakek	3
gengsi	4
karsa	3
menebarkan	3
mengesankan	4
beristirahat	3
kaisar	4
pencatat	3
bentuk	4
angkat	3
rais	3
atasan	3
studi	4
fusi	4
meluluskan	3
tepat guna	4
suntuk	5
seibu	3
kegirangan	3
rembukan	3
kunyah	3
moblong	3
percederaan	5
terpelajar	4
tulen	3
mengimbas	3
lindu	4
lantip	3
daya tahan	5
bergas	5
kepintaran	4
cucu Adam	3
kepelesiran	3
sangkil	4
endus	3
elu	3
pekerja	3
mengotot	4
cengkauan	3
daim	3
memesonakan	5
keberuntungan	4
meriah	3
melihat	3
kegilaan	3
bertanya-tanya	4
kegiatan	3
pemufakatan	4
kimah	5
surat tanah	3
moral	4
kundangan	5
salim	4
rimba	3
keriangan	4
estetik	4
murid	3
runtut	3
mendidik	3
umi	4
sukat	3
muktamar	4
tanda-tanda	4
sunan	4
tawarikh	3
mengibai	4
uraian	3
lampu	4
efek	3
rafi	3
transendental	3
kicau	3
primitif	3
sejadah	3
terhalang	3
produk	3
pencedok	3
animo	4
kejayaan	4
duka	4
kenikmatan	4
sembahyangan	4
suam-suam kuku	4
peronda	3
paya	4
pantulan	3
panorama	3
ampas (kopi)	3
bernama	4
gentas	3
samseng	3
rela	5
talenta	4
bangkit selera	3
lebih-lebih	4
perkomplotan	4
tasamuh	5
ura-ura	4
khas	4
pokta	5
menistakan	4
resep	3
teranggar-anggar	3
penat	4
aneh	4
lestari	4
ganjaran	5
emir	4
siswa	3
kontributor	3
minat	4
manjur	4
vista	3
pendalaman	4
tip	4
penyantun	4
panas	4
kepleset	3
perhimpunan	3
golongan atas	5
bertepatan	3
mahdi	3
mencontoh	4
menjahili	4
bergamat	4
roh	4
ketangkasan	4
pengharmonisan	3
menyerikati	3
menggerecoki	4
sarju	4
anak sasian	3
Yang Dipertuan	4
bapang	3
santer	4
kelepasan	3
kohesi	4
seraya	4
jebakan	3
menjelang	3
wisma	3
rusak	3
lambuk	3
bersumber	4
bersimpuh	3
kits	5
sambatan	4
penali	3
konsultasi	3
bakh	4
ordo	3
cekel	4
orde	3
penumpil	3
direktur	3
berjiwa	3
praktis	4
santiran	3
berpakaian	4
denda	3
melongo	3
akil	4
bos	3
eka	3
hilang	3
lakeri	3
sebandung	3
transparan	3
gubris	3
berjaya	4
prei	3
pere	3
tersendat	4
peri	3
ulama	3
aya	3
bungkusan	4
memintasi	3
mikroanalisis	3
berupaya	3
mengikuti	3
mengumpulkan	3
nirmala	4
gampang	4
ganduh	3
bersama	3
berembuk	3
terima kasih	5
kamil	3
kanjang	4
perdeo	4
berbenak	3
menjelajahi	3
berakal	4
perincian	3
taruh	4
mau	5
drastis	4
arketipe	3
suci	4
berada	4
daya gabung	4
menghirukkan	4
vitalitas	3
memanjang	3
perlup	3
primbon	4
penjelasan	3
hamparan	3
meributkan	4
mustajab	4
waduh	3
cuti	3
kontemporer	3
mengasihani	4
purusa	3
putusan	3
kodrat	4
beralas	4
karimah	4
misbah	4
menggirangkan melegakan	4
nuftah	3
inventivitas	4
menentu	3
cerapan	3
prima	4
makanan	3
cuma-cuma	4
intelektual	3
zaim	3
preferensi	3
menghimpunkan	3
gombroh	3
kecepatan	4
pangus	5
permanen	3
benang raja	4
prodeo	4
punya nama	5
menenangkan	4
eja	3
sawala	3
trauma	4
biang keladi	3
melipur	4
terlibat	3
terbukti	3
ajal	3
menduga	3
prediksi	3
melampas	4
sempena hati	4
taksiran	5
bolehan	4
pengetahuan	4
kajian	4
tiris	3
gusti	4
recok	4
bianglala	4
menating	3
bersenandung	4
kebisaan	4
berprakarsa	3
berlibat	3
gembur	5
kelilipan	3
kebesaran	4
semarak	3
penggede	3
berhasrat	3
peninggalan	4
berpatroli	4
sumpah	3
timbalan	4
membaca	4
penanti	3
terus-menerus	4
pendataan	3
simetris	3
beber	3
membenarkan	3
protektor	3
berpatokan	4
naik pelaminan	4
lugu	4
ventura	3
berbentuk	3
pegah	5
sero	3
polemik	3
beraras	4
mengeluarkan darah	4
gempar	4
widita	4
kebajikan	4
tuntun	3
bersender	4
mematuhi	4
beraturan	4
hukum	3
mencari akal	3
batas (waktu)	3
fertil	4
besar-besaran	3
kusa	3
bineka	3
wantah	3
menganut	4
ideal	3
meminda	4
anakan	5
tinggalan	4
samun	3
mustaid	3
solah	4
puadai	4
bercita rasa	3
artian	3
mullah	3
kesal	4
aneka	3
rahasia	3
ganjar	5
adakala	3
kemantapan	4
pendidik	3
dispensasi	3
penangkalan	4
menganggar	3
sublim	3
tekanan mental	4
mengganjari	3
prominen	5
disiplin	3
kosen	4
peleburan	3
terjadi	3
bilhak	3
pestaka	4
bekas	4
kincung	3
perut	3
cumil	4
mengerikan	4
bekal	3
mengecamkan	3
bersendel	4
traktat	3
terjemahan	3
pejatian	3
infinit	3
menyanyi	4
mengambil contoh	4
mekar	3
klien	4
sosial	4
kempuh	5
rupa	3
radu	3
mengalem	4
setujuan	4
sembuh	4
uluran	3
garda	3
kincang	3
konspirasi	4
susuk	3
berkedudukan	4
pergeseran	5
ganti	3
cenangkas	3
membingkas	3
ungkap	3
pelesapan	3
montok	3
ingatan	3
pop	5
merahimi	4
pola	3
mengherankan	3
anak didik	3
dekorasi	5
berstatus	4
pertumpahan	3
terjamin	5
eneng	5
statis	4
berpengalaman	4
menempuh (hidup)	3
comel	4
celengan	3
pekerjaan	3
hutan	3
berpacangan	3
mukibat	3
hilir	4
menakjubkan	3
populer	5
keampuhan	4
kelapangan	3
melintas (rimba)	3
perubahan	4
tanda jasa	4
sami	3
pas	3
licin	4
mempunyai	4
manila	5
bayangan	3
bersinar	4
atraktif	4
riil	4
kreativitas	4
mengetuk	3
naik pelamin	4
rekognisi	5
genit	5
letih	4
mengatakan	3
mewarnai	4
kegirangan keceriaan	4
berpamor	3
termulia	3
khalas	3
kaget	3
berkaca	4
asoi	3
sportif	3
menolong	4
terjadinya	3
guntang-guntang	3
damar	4
momentum	3
segar	4
memburu	3
titip api	3
menyegarkan	3
dodor	3
klasik	3
purna	3
harga diri	3
menerima	3
kemufakatan	3
ketajaman	3
menggegerkan	4
mengecilkan	4
penghimpunan	3
mengalami	3
mengumaikan	3
serapah	4
federasi	3
lunak	5
sudah	3
debuk	3
pemajangan	4
ilusi	3
penyerobotan	3
rekan	4
fatanah	3
kaki tangan	4
kelih	4
gerakan	4
akuan	3
pelayanan	3
tersem-bunyi	5
jelang	3
rumput	3
pinggul	4
simpleks	3
nuri	3
pembiasaan	3
terutama	4
spesialisasi	3
kalis	4
kemaslahatan	4
seremeh	3
besar	4
seemak	3
julat	3
penggalian	4
pokok	3
catu	4
nyana	3
cebak	3
bertumpuk	4
sebetulnya	4
pendaftaran	3
kesemarakan	4
berteduh	3
fadil	3
punia	4
berkecambah	3
tenaga	3
tutuk	3
tangsel	3
yg dipertuan	4
dambaan	3
romantis	4
monopoli	3
interpretasi	3
sambung tangan	4
ab	3
pantat	3
wiladah	3
mencontohkan	4
Sri paduka	4
umat	3
penderma	3
pengenalan	5
labiovelar	4
penggabungan	3
langsung	3
kroni	4
sregep	4
sangka	3
menderaikan	3
majenun	3
cermin	3
gol	3
rampuh	3
kampanye	3
berputra	3
berseni	4
drama ria	3
mendeteksi	3
ambisi	4
tedas	3
berahi	5
tepa salira	5
pengumpulan	3
mengira-ngira	3
pengurus	3
adab	3
probabilitas	3
vila	3
degap	3
kesetiaan	3
mufaham	3
penandasan	3
komplemen	5
terkemuka	5
pelayan	4
mahabah	4
kegagahan	4
bernafsu	3
sekali-kali	3
menembusi	3
binasa	3
efisien	4
radikalis	3
bergigi	3
pelit	4
uluran tangan	4
melicinkan	4
mengadunkan	3
suasana	4
merecoki	4
sani	3
cempiang	3
kujarat	5
zakelek	4
margrit	3
afdal	3
meremehkan	4
foto	3
termasyhur	4
mengimbuhkan	4
tukar cincin	3
betapa	4
menambah	3
abu	3
bersemayam	4
panas kuku	4
distingtif	4
pencegahan	4
idaman	3
mengacau	4
jaswadi	3
memukau	4
muara	4
berbahagia	4
samad	3
asa	3
perhatian	4
suplemen	5
enak	5
mendusin	4
mewisuda	3
mencengangkan	4
plong	3
kehormatan	5
sesungguhnya	4
penyerasian	3
pemuaian	3
pelatih	3
berkenaan	4
perkumpulan	3
isi perut	3
tahan lasak	4
pemilik	3
bergolongan	4
bertransaksi	3
kreatif	4
berkecukupan	4
heran	4
astaga	3
sangkut-paut	3
permukiman	3
kejadian	3
mendapat	3
grahita	3
memusingkan	4
memprediksi	3
sebenarnya	4
bercahaya	4
menyepelekan	4
berkategori	4
autentik	3
wawancara	3
penahan	3
dominasi	3
memolakan	4
menganggap	3
melendeh	3
pengasuh	3
memendam	4
prabu	4
bapanda	3
rotan	4
kudus	4
berderajat	4
sukses	3
indah ambang	4
gombrong	3
menebak	3
tanganan	3
ya	4
rani	4
dendam berahi	5
gombrang	3
kaci	4
lembuk	3
elegan	4
gagah	5
penolong	4
antusiasme	3
amanah	5
mengganggu	4
energi	3
isbat	3
menongkat	4
cublik	4
menggemburkan melambuk	3
anggapan	3
positif	4
bersauh	4
nyamleng	5
bersaur	3
tersengal-sengal	3
menumbuk	4
pegawai	3
mesra	4
penunggu	3
memalu	3
tajam pikiran	4
garing	5
bersitegang	4
intrik	4
manggala	3
membalas	4
permadani	3
paparan	3
kekekalan	3
kredibel	3
guar	3
gerak hati	4
kipu	4
bumbu	5
kemunculan	3
keriaan	3
sains	3
nian	4
kasatmata	4
jamik	3
keseimbangan	4
lebai	4
seringai	4
berhasil	3
terbatas	3
definisi	3
komplot	4
afirmasi	3
jamhur	3
gres	4
gerha	3
mengalirkan darah	4
dana	4
tabung bambu	3
tahu aturan	4
menerka	3
kerukunan	3
keterbukaan	5
kasual	3
teja	4
berlagak	4
bersayap	4
donor	3
(warna) dadu	3
akomodasi	3
tebak	3
cegar	4
amat	4
terbayang-bayang	3
bertambatan	3
menjalani	3
keenakan	4
asuh	3
melewati	3
jawara	3
rakitan	3
suara halus	4
rawa	4
pengukur	3
mempercantik	3
dalang	3
mengangkat-angkat	4
bentukan	3
langgeng	4
deduksi	3
bestari	4
ringan tulang	5
prasarana	3
menyandar	4
wasiat	4
bisnis	3
langkah	4
tongkeng	5
menguntir	4
masakan	3
tergantung	3
keputusan	4
menyapih	4
bayang-bayang	3
bercokol	3
sinkronisasi	3
menjelajah	3
mencari jalan	3
meremas-remas	3
terala	3
memunculkan	3
bermacam-macam	3
upa-	4
bulang	3
kemurahan	4
prayojana	3
berduit	4
biadab	3
tajam	4
limbukan	3
individual	4
suguhan	4
terkadang	3
debat	3
kedalaman	3
linuhung	3
berseri	4
korek	4
infak	4
maskapai	3
mengarahkan	3
ovum	4
ugal-ugalan	3
keurusan	4
centil	5
paradigma	3
tempoh	3
lentera	4
berpilin	3
kandis	4
selamatan	4
andal	5
benci	4
biduanda	5
getas	5
desakan	4
pelupuk mata	4
bertaruk	3
konsensus	3
meluncurkan	3
anteng	4
ulasan	3
anak Adam	3
integrasi	3
pendekar	3
keperluan	5
dikte	3
lapang	3
berilmu	4
spesifikasi	3
melantunkan	3
meruncing	4
dakaik	3
desain	4
memeluk	4
bertunas	3
ceri	4
berkaitan	3
ria	4
pertolongan	4
simpatisan	3
liputan	3
singkap	3
sembir	4
mendandankan	3
ihsan	4
penegasan	3
defensif	4
sepele	4
bersangga	4
peresapan	3
selesa	3
struktur	3
terpuji	4
ricuh	3
ajudan	4
wagu	4
mengononkan	3
perbaikan	3
tabah	5
gemi	3
tenaga kerja	3
pendahuluan	3
menghebohkan	4
ranum	5
lembek	5
kejuruan	3
lektur	4
berbetulan	3
sukar	4
pilihan	5
semu	3
rezeki	3
baca	3
trendi	3
kegunaan	4
imaji	3
bahaduri	4
semringah	4
wirid	4
cokol	4
energik	5
pemantapan	4
makruf	4
melisankan	3
teraso	4
intensi	3
gutuk	4
terkadang-kadang	3
cemerlang	4
gambir	3
bermakna	4
makbul	3
jelak	3
menyampaikan	3
menyebut	3
mementingkan	4
tokcer	4
serbaserbi	3
bikinan	3
kepiawaian	4
penentuan	3
nasabah	4
segeh	3
mengganjar	5
terka	3
linu	4
mahfum	4
teguran	3
kemas	3
tercapai	3
lini	4
atom	3
faal	4
berjenis-jenis	3
mustakim	4
jumpa muka	3
malim	3
kelimpahan	4
mendengungkan	3
genial	4
alangkah	4
spontan	3
tolakan	4
berkuasa	4
tercermin	3
mendikte	3
keurus	4
selera	3
jigrah	3
bonyok	5
kismat	4
tangkul	3
kreasi	3
terbuka mata	4
pengandaian	3
kapasitas	3
berkait	3
ciptaan	3
hakimah	4
akhlak	4
menuntun	3
lapangan	3
mengipasi	3
neces	4
doktrin	3
sibuk	4
efektif	5
gani	4
hulubalang	3
arif	4
buyung	4
lingkungan	3
keluaran	3
meragam	4
pembimbing	3
kisas	3
menyerupai	4
bumbung	3
nomine	5
bujang	4
memahami	3
khuluk	3
konklusi	3
suapan	4
berperingkat	4
panglima	3
tenggang rasa	5
berjunjungan	4
legawa	4
mengeja	3
sambungan tangan	4
jalan tengah	3
natur	3
ajojing	3
berwibawa	3
mengucapkan	3
tunggak	3
berdagang	3
pukal	3
bersaji	4
orientasi	3
daulat	4
ilmu	4
kontan	3
sing	5
berlanglang	4
berlagu	4
merger	3
alih generasi	4
permulaan	3
kemegahan	4
pesam	4
kucur	4
api	4
caplok	3
gangsar	4
zakiah	4
dakwa	3
kelajuan	4
kompetensi	3
adiluhung	3
konseptual	3
sentosa	5
bakti	4
sebukan	3
meraun	4
merencanakan	3
musara	3
sandaran	3
meriwayatkan	3
gempa bumi	4
banjir	4
bertenggang	3
melilit	3
jajak	3
mencerna	3
testimoni	3
kedoyanan	3
salat	5
bareng	3
berotak tajam	4
berlarasan	3
pencatatan	3
melontarkan	3
mengabaikan	4
berdarah	4
manusia	3
terpegah	5
panil	4
berpedoman	4
kiat	3
kias	4
berpunya	4
giliran	3
administrator	3
makna	5
embel-embel	5
berperang	3
kedai susu	4
kenyang	3
heban	4
daya pikir	3
mutakhir	4
interes	4
kasihan	4
melintangi	3
buaian	3
ketenteraman	4
organisasi	3
imitasi	3
bertelinga merah	4
mengentengkan	4
mengutarakan	3
iktifak	4
berdaya	3
puja	4
menyanjung	4
emong	3
superior	4
takar	3
muktabar	3
babaran	3
presiden	3
pemair	3
berakibat	3
gudi	4
prakiraan	3
terbaru	4
meniru	4
gempa	4
berkekuatan	5
jangka	3
bahadur	5
bayangkara	3
lajnah	3
pakat	4
simpanan	3
meronda	4
persembahan	4
santunan	3
mengecat	4
terkilan	3
eksemplar	3
perserupaan	4
artifisial	3
mati	4
unda	3
model	3
vak	3
eco	5
pembaruan	4
tenang	5
teoretis	3
reaksioner	3
santun	4
ornamen	5
belagu	4
pengalasan	3
menelusuri	3
buatan	3
kenamaan	5
dukungan	4
berpegang	4
pertemuan	3
adika	5
kadang-kadang	3
final	3
mengumumkan	3
insinye	4
terbayang	3
tata tertib	3
terjajah	3
bertenaga	5
ruji	3
ketertiban	3
terurus	4
pinisepuh	3
bukan main	4
lembik	5
seloroh	3
dobrak	3
bidasan	3
tertib	4
batasan	3
menimba	4
idam	3
tabe	3
melecehkan	4
lila	4
sering	3
terbit selera	3
meloloskan	3
dadak	3
jenang	4
serbasama	3
paduka Tuan	4
ceria	4
kemudi	3
absurd	3
labuhan	3
transaksi	4
gobek	3
menyusahkan	4
ikutan	4
terbayan	3
saruk	4
kemudahan	3
dingin	4
varia	3
itifak	4
ketibaan	3
merawikan	3
berpaut	3
tiruan	3
sebab	3
membimbit	3
percuma	4
gemar	5
sput	4
merakit	3
bertanduk	3
anjung	4
membubuhkan	4
jasa	4
jidur	3
berpelajaran	4
penerang	4
menyanyikan	3
impian	3
perantaraan	4
prasetia	3
teratas	3
berseluk	3
simpuh	3
belok	3
mengambil ibarat	4
hiruk-pikuk	4
memartil	3
pukauan	4
konsolidasi	3
sehat	4
kelar	3
kes	3
mengoles	4
berkandung	5
berimbas	3
memang	4
luluh	5
konstruktif	3
rama	3
girik	3
elektromotif	3
mencemaskan	4
berkepercayaan	4
tegang	4
panitia	3
bertepat guna	4
melahirkan	3
perusahaan	3
afair	3
budiman	4
gemirang	4
mustahil	3
sesambat	5
enteng	4
mengimbasi	3
tiang pancang	3
otentik	3
menangkap	3
tersohor	5
bawaan	3
porsi	4
ambilan	3
dengar pendapat	3
tajali	3
anggar	3
perembukan	4
harmonisasi	3
jiawang	5
bedah	3
memerikan	3
maut	4
objektif	4
berlevel	4
agam	5
mapan	3
emosi	3
memuai	3
hasil	3
muhibah	4
bangga	3
sepada	3
kikir	4
bantalan	3
menggambari	3
cedok	3
daya cipta	4
benak kepala	3
pemuja	3
mandraguna	4
ukur	3
sadu	3
prigel	4
perkolasi	3
jarak	3
menceritakan	3
muwafakat	3
tambahan	5
inventif	4
bersulur	3
abah	3
berkinte	3
kedodoran	3
berpola	4
kelelawar	3
kicu	3
hantu	3
nilai	5
mengakap	4
berbusana	4
otak	3
pengertian	3
ada	4
tabah hati	5
eksplorasi	4
ingat-ingat	4
realistis	4
girik-girik	3
masa kini	3
mendaifkan	4
utas	4
bersesuaian	3
bertuntun	3
candu	3
terkapah-kapah	3
pagon	3
kuala	4
pelarasan	3
aktual	4
serta-merta	3
pengapit	4
terbelenggu	3
bajik	4
derajat	5
petes	4
ganjil	4
berkeras hati	4
kepesatan	4
gerak-gerik	4
esa	3
renovasi	4
cendera mata	4
tikar	3
usai	3
kanjeng sultan	4
ribut	4
budak	4
berpulas	3
konformitas	4
membingkis	4
terkenal	5
abadi	4
darah	4
merah	4
asri	4
takzim	3
potensi	3
proyeksi	3
persekongkolan	4
stamina	3
maksud	3
idiosinkratis	4
mujarab	4
keahlian	3
tamat	3
berdisiplin	4
memaklumi	3
penghargaan	4
pangkat	5
semak-semak	3
pusat	3
seia	3
lepek	3
dedengkot	3
mengiler	3
konco	4
lelah	4
bergengsi	4
perbentrokan	5
bijih	3
campur	5
berkeinginan	3
paheman	4
terikat	3
rias	3
cindur mata	4
lapisan	3
paramarta	4
riah	3
watak	3
tokok	3
melantik	3
yamtuan	4
gapah	5
religiositas	3
melarikan	3
vakansi	3
spesial	4
asrama	3
orisinal	3
