word	weight
astagfirulloh	-4
peles	-1
muntah	-3
rapet	-2
kedaluwarsa	-3
kocak	-2
eror	-4
kenceng	-2
sehat	-1
melar	-2
death	-3
inkarnasi	-1
menghidu	-1
geledek	-2
terpacul	-4
pembesar	-2
menembok	-1
najisin	-4
jiji	-4
yaudahlah	-3
nusuk	-3
jigong	-4
dahlah	-3
uler	-3
lebay	-4
menggelikan	-3
kerasukan	-5
berseteru	-4
emmm	-2
keladi	-3
lengket-lengket	-3
idk	-3
politik	-1
geledah	-3
ngelupain	-4
ngespam	-3
potongan	-2
menenangkan	-1
kepanikan	-4
ngilu	-4
tilam	-4
bencong	-5
pusink	-3
fitnah	-5
sesak	-3
harmonis	-1
bedah	-3
jatah	-1
berlutut	-2
menunggangkan	-1
menusuk	-4
pecat	-5
kumat	-4
better	-1
keceriaan	-1
menyodok	-3
sotau	-4
pitnah	-3
yelah	-3
diduain	-3
nyet	-4
pendek tali	-4
gemetar	-3
bau	-4
pojok	-3
ngomel	-4
numpuk	-3
hambar	-3
down	-3
mesiu	-1
neraka	-5
nganggur	-3
penertiban	-2
blur	-4
terlangah	-3
mupeng	-2
biadab	-5
berlangau	-4
bertekuk lutut	-3
guntur	-3
delay	-3
bangsat	-5
keretakan	-4
mengap	-3
sendirian	-3
sahara	-2
mencair	-1
belaka	-1
menggigil	-4
masalah	-4
bertumpuk	-4
menyogok	-5
binasa	-5
mencelampakkan	-3
mencuri	-5
berkecamuk	-4
cucok	-1
diancurin	-3
tersapu	-3
kapok	-3
gabaik	-3
mencocok	-3
bercekak	-3
bogum	-3
majikan	-3
menyukai	-1
igauan	-3
stres	-4
bualan	-4
menghempas	-4
dipamerin	-3
teraniaya	-4
absurd	-2
yg dipertuan	-3
beling	-1
kesucian	-1
cubit	-3
bobol	-4
lebai	-3
pipis	-2
lirih	-3
rewel	-4
nestapa	-3
amit	-4
nyampah	-4
depresi	-4
dukacita	-3
hembus	-3
boker	-3
rokok	-3
membanjiri	-3
berdarah dingin	-4
manjaan	-3
merogoh	-3
merogok	-3
ditidurin	-4
copot	-3
rosak	-3
terhalang	-3
santet	-5
bergejolak	-3
dilema	-3
apek	-4
gabutuh	-3
sembur	-3
kejam	-4
rontok	-3
menyerah	-4
kesenduan	-2
elegan	-1
penjelmaan	-3
konsekuensi	-3
lapang hati	-1
pajak	-3
yodah	-2
gagal	-4
pasrah	-3
menumbuk	-3
menyisihkan	-2
terajam	-4
tkde	-1
berseberangan	-3
banyol	-3
ria	-3
kesayuan	-2
bermusuhan	-4
pelosok	-3
anjeng	-5
pending	-3
cry	-3
mules	-4
berketar-ketar	-3
keprihatinan	-3
mustahil	-2
komplikasi	-3
persoalan	-3
isukan	-1
anjis	-1
melet	-3
taik	-5
buta hati	-4
kantong tipis	-4
darah	-1
hilaf	-4
ex	-1
anjg	-5
ngeles	-3
godaan	-3
murung	-4
jutekin	-5
merasuk	-3
berkelok-kelok	-2
huhuu	-4
belenggu	-3
merebak	-3
meledak	-4
hayoloh	-3
bisikan	-2
melembung	-3
mengecerkan	-2
bagal	-3
anjlok	-4
haters	-5
gosah	-3
bandar	-4
berdosa	-4
gonggongan (anjing)	-3
kgk	-3
nyiksa	-4
maho	-4
compeng	-4
ciplak	-3
mengalah	-2
cabul	-5
berkurangan	-3
gelagap	-2
pengganggu	-4
nyali	-3
biang keladi	-4
gembul	-3
betina	-2
konyol	-3
cengeng	-4
beraduk	-3
ngancem	-4
menggores	-3
elak	-3
mengganjari	-3
murahan	-4
pedofil	-5
sebarang	-2
ngetawain	-4
ragu	-3
gone	-2
pedih	-4
sangka	-3
suudzon	-4
pencucuk	-3
golek	-1
pelayan	-2
diare	-4
berlelehan	-3
berbakat	-1
berat telinga	-3
mengada	-3
mendingan	-3
ugal-ugalan	-2
ngestalk	-4
curiga	-4
begitu saja	-2
bersatu	-1
memeluk	-1
faedahnya	-1
petaka	-4
masygul	-2
jatohnya	-1
kasih	-1
terpelecok	-3
benguk	-2
semangatin	-1
ringkih	-4
liat	-1
timpa	-3
rasuk	-3
sunu	-2
hati	-2
tunggang	-1
kata	-1
guling	-3
turun	-3
singkir	-5
damprat	-4
ingkar	-4
aur	-3
adang	-3
keroyok	-4
rem	-5
siapa	-2
jelek	-5
rusak	-4
pesona	-1
pencet	-2
perkara	-4
anggur	-4
darah dingin	-4
remuk	-4
mahir	-1
tangkap tangan	-4
kabung	-5
pasuk	-3
khianat	-4
kutil	-4
dapat	-2
kelakar	-4
renti	-3
cecer	-3
poko	-2
belah	-5
nang	-5
usil	-3
usir	-4
amuk	-5
hidu	-1
bain	-2
buang nyawa	-5
pukau	-1
sapu	-3
otot	-4
cela	-4
sayang	-3
jahat	-4
remeh	-5
mudah	-1
neng	-1
mula	-3
palit	-3
keluar	-3
tamat riwayat	-3
selusur	-3
aku	-1
hilang	-4
bom	-1
celampak	-3
kerubung	-3
bangan	-3
sentuh asa	-1
cengkerama	-2
tau	-4
curat	-1
enak	-4
gubris	-2
masuk	-3
kayak	-3
buruk	-5
api	-2
caplok	-3
pihak	-3
apa	-3
cebik	-3
kesi	-3
anda	-1
ekspos	-4
lutut	-2
suara	-1
dalih	-4
apas	-3
hilang ingat	-4
desir	-2
hendak	-1
kusut	-4
menung	-3
wara	-3
keruh	-4
gampang	-3
sengal	-4
kerumit	-5
tugas	-1
salah	-4
sekongkol	-4
ancam	-4
nyata	-2
ganggu jiwa	-4
kerut	-2
heran	-3
jatuh	-3
jalan bebas hambat	-1
uar	-3
sanding	-2
tantang	-4
dengu	-3
loloh	-3
geger	-3
mungkin	-1
gede	-2
sir	-2
peleset	-4
banding	-3
kecil	-3
tumpu	-3
jepit	-4
gulir	-3
panik	-4
malang	-5
leceh	-5
mau	-1
gantung	-3
tekuk lutut	-3
surat takdir	-3
prasangka	-3
lama	-4
suci	-1
lesit	-1
rebak	-3
satu	-1
susah	-3
balik	-3
lancar	-2
kobar	-2
tunggu	-2
ikut	-3
kompor	-4
celah	-3
junjung	-2
bopong	-3
aduk	-3
gelicik	-3
mutu	-1
tangkis	-3
itu	-2
lumat	-4
henti tugas	-2
jambret	-5
jelma	-3
maklum	-2
muram durja	-5
main	-2
empas	-3
bual	-4
ratap	-3
gaco	-2
sayat	-4
kagum	-1
ingat	-3
dah	-3
putih tulang	-2
lorot	-4
pisah	-3
sodok	-3
cibir	-5
meni	-2
lanjur	-3
lupa diri	-3
lucu	-2
sohor	-1
perenyak	-4
tanda	-2
batu	-2
simpan	-3
keri	-4
heboh	-3
pergok	-5
erti	-2
ketar	-3
samping	-4
ringan	-1
cocok	-3
album	-2
tinggal	-3
tagih	-3
nyala	-2
sidang	-3
mata	-2
lain	-4
cetus	-1
sampah	-4
rampas	-4
keras hati	-3
sanggama	-2
rogoh	-3
tenang	-1
rogok	-3
buang	-3
prediksi	-1
asa	-2
cari	-3
diri	-1
umur	-2
duga	-1
cair	-1
recok	-3
isu	-1
galak panas	-3
sungkap	-3
ecer	-2
mungut	-2
tumpah hati	-3
rang	-3
hina rendah	-3
gugur	-3
pacul	-4
baiat	-3
lembung	-3
kapah	-2
gusar	-3
surup	-5
isap jempol	-3
cerca	-4
tata	-2
sisih	-2
sial	-5
gentar	-4
sangkut	-4
susah hati	-5
alam	-1
tumbuk	-3
pengaruh	-2
halang	-3
rusuh	-4
tilap	-4
cangkum	-3
onar	-5
panggil	-1
rundung	-4
jilat	-3
tanggung	-2
ana	-3
rugi	-5
gempar	-2
gerombol	-4
colong	-5
tertib	-2
tuntun	-2
hukum	-3
idam	-2
gelingsir	-3
soal	-1
catut	-3
suka	-1
cumbu	-3
gonggong anjing	-3
kaya	-2
kandut	-3
rantai	-3
keji	-5
tebak	-2
tumpuk	-4
rajam	-5
sendiri	-3
pelanting	-3
tinggi	-2
tebat	-3
kemas	-2
asuh	-2
ceria	-1
kecamuk	-4
bejat	-5
pegang	-2
tidur	-3
pemuda	-1
larang	-3
rangsang	-3
tembok	-1
menang	-5
baik	-1
gadang	-4
kelok	-2
kenang	-2
ledak	-4
kuat duga	-2
abu	-2
cebur	-5
abai	-3
serang	-4
gores	-3
rongsok	-3
tindik	-3
luka	-5
jangan	-3
bunyi	-1
kerak	-2
bekap	-3
bekas	-3
kesima	-1
pikul	-2
ciut	-3
kereta	-4
santun	-2
habis	-3
layan	-2
sundut	-3
jadi	-2
susut	-2
gelincir	-3
tajam	-2
simpuh	-3
bara	-3
cemas	-3
sunduk	-3
kongkalikong	-4
susup	-2
campak	-4
ganjar	-3
babar	-1
tembak	-5
sembul	-3
ken	-2
tegur	-3
latih	-2
korek	-4
yg tuan	-3
lupa	-3
alir udara	-1
tegun	-3
konspirasi	-4
cinta	-1
tekan mental	-4
ganti	-3
memang	-2
tangkap	-3
tutup mulut	-3
gelanggang	-3
nahas	-2
gigil	-4
ungkap	-3
sambat	-3
tanduk	-2
cekak	-3
lemah	-4
nenes	-2
cekau	-2
ekang	-4
prihatin	-3
besit	-2
jabat	-3
dua	-3
enteng	-2
singgung	-5
taat	-1
busuk	-5
tarik napas habis	-5
semayam	-3
potong	-2
genang	-2
hina aib	-4
gejolak	-3
hiruk	-4
sengaja	-2
takut	-4
geleng	-3
selulur	-2
suap	-3
sembarang	-4
gelesot	-3
kalang tanah	-2
antem	-4
tunas	-2
gelap	-4
menep	-3
umpat	-4
biak	-3
biar	-3
batas waktu	-3
tetes	-3
licin	-2
maki	-5
songsong	-2
tusuk	-4
sungkawa	-3
dunia	-2
faedah	-1
ganyang	-4
gerecok	-4
umbar	-3
telinga merah	-3
sakit ingat	-4
tolak	-4
bandel	-5
sepele	-4
jarah	-4
jarak	-3
suntuk	-4
gelora	-2
aniaya	-4
balas	-3
banting	-3
hayat	-2
daif	-3
lubang	-3
dosa	-4
tarik hati	-1
ejek	-4
jauh	-4
goda	-3
berangan	-3
rampok	-5
lendeh	-3
parah	-5
peranjat	-3
nyanyi	-2
getar	-3
hina	-5
geruh	-4
ada	-3
lalu dr dunia	-5
elu	-2
cucut	-3
retek	-3
kasi	-3
jejal	-3
cucuk	-3
jedot	-4
antisipasi	-1
celaka	-5
patung	-3
sindir	-3
bukan	-3
geliat	-3
mirip	-2
alami	-3
lepas	-2
harap	-3
comot	-4
siksa	-5
acak	-5
sendu	-2
acau	-4
hempas	-4
ganjil	-4
derita	-5
bantah	-3
untung	-1
sudah	-2
hangus	-3
ampas kopi	-2
simbah	-3
leleh	-3
bidik	-2
lari	-2
sentuh	-2
usai	-2
dengung	-3
cemplung	-4
ribut	-4
olok	-4
kelir	-3
buru	-3
geluncur	-3
bakat	-1
musuh	-4
pacar	-3
cemerlang	-1
bisu	-3
kurang	-3
rebut	-3
tendensi	-3
duka	-5
gelecik	-4
balik akal	-4
mari	-1
pelecok	-3
bendung	-3
makan	-1
besar	-2
tular	-4
timbal	-2
teduh	-2
pokok	-3
baca	-1
cedera	-4
maksud	-1
lot	-5
dahulu	-1
sungguh	-1
ubah ingat	-3
anjur	-2
ramal	-2
terka	-1
jaga	-3
ruwet	-4
semangat	-1
beri	-2
mencak	-5
seteru	-4
aneh	-4
lagi	-3
tentang	-2
tutup	-2
lanyak	-3
curu	-3
tekan	-3
nista	-5
sumbat	-3
tumpang tinggal	-4
erik	-3
beri uang	-2
tahan	-2
sembah	-2
ubah akal	-2
tip	-3
tambat hati	-2
ogah	-3
panas	-3
simpang	-4
sunyi	-3
indah	-2
noda	-4
langah	-3
langau	-4
taksir	-1
beda	-2
hambur	-3
tangkap basah	-3
bandung	-1
bahagia	-1
bisik	-2
coret	-1
ngaceng	-5
jihat	-4
mengarau	-4
tubruk	-3
lesap	-3
mentransformasikan	-5
gabung	-5
gasak	-5
maklumat	-3
mengerut	-3
inersia	-4
lebur	-5
senyampang	-4
ayun	-3
hadirin	-3
pantang	-4
porno	-5
berkarut	-5
tingkeb	-3
bayi	-3
empot-empotan	-5
bergulir	-3
lembu liar	-3
kemandang	-3
rantas	-3
sambung	-3
aus	-5
menggulung	-4
moyang	-4
berang	-5
singkil	-4
deru	-3
menumpuk	-3
represi	-4
lunas (kapal	-3
distorsi	-4
risi	-3
semak hati	-5
lintasan	-4
petung	-3
risa	-4
benyot	-4
bromocorah	-5
medok	-3
lencana	-3
ekshibisi	-3
dua kali	-3
mengheningkan	-3
melingkupi	-3
menyegam	-4
mencagil	-4
memampat	-3
mengkaji	-5
gelogok	-3
gapil mulut	-4
penyudahan	-3
selesma	-3
pari-	-3
khafi	-5
melumangkan	-5
beromong kosong	-4
berkecandan	-4
membasmi	-5
memetuahkan	-3
mencegat	-3
pulsa	-3
merancukan	-4
berluruhan	-3
titis	-3
tersantet	-3
unjuk rasa	-3
ketupat bengkulu	-5
tawar	-4
cacatan	-5
titik	-3
ikhtiar	-4
terpelekok	-3
betung	-3
membuang	-4
menjauh	-3
berganda	-3
beranjak	-3
menyulam	-5
bengal	-4
serius	-5
kusut hati	-5
memupus	-5
kaitan	-4
barua	-5
merobek	-4
judes	-4
belembang	-5
betas	-3
madat	-3
sensasi	-5
sandung	-5
catak	-4
interlokusi	-3
rongseng	-4
baya	-4
merinin	-3
tempo	-4
cacing kalung	-4
kemakmuran	-3
tertular	-4
borok	-5
kentara	-3
restan	-3
menoleransi	-3
mencaci	-5
pati	-5
mamah	-4
mendorong	-4
pancakara	-4
mempertenggangkan	-3
hunjam	-4
angkat tangan	-5
sumbang	-4
kehangatan	-4
cekuh	-3
forum	-3
anjing tanah	-5
juang	-3
dering	-3
mentok	-5
jendala	-5
puyeng	-4
kelesa	-4
bertambah	-5
kerdak	-4
menggelabur	-5
penuturan	-3
pemalak	-5
rapat	-3
fasid	-5
celoteh	-4
membalik belakang	-5
berselang	-3
tais	-3
kelasah-kelusuh	-5
orang-orangan	-3
gencet	-5
termuat	-3
membersihkan	-5
mewalakkan	-5
unit	-4
menjaga	-3
anjungan	-3
tahi angin	-4
kerekau	-3
musir	-4
saran	-3
melarang	-3
merangkum	-3
merangkul	-3
orang bunian	-4
merintangi	-4
merangkup	-3
merangkus	-4
mengabdi	-3
bersesak-sesak	-3
membohong	-4
karut	-5
prajurit	-5
suari	-3
obat bedil	-3
sarau	-5
bayu	-4
mengusir	-4
miliun	-5
berhelat	-4
lisong	-3
selekeh	-5
mengantongi	-5
bertara	-3
runcing	-4
disparitas	-4
perlawanan	-5
gelongsor	-4
tesis	-3
relai	-5
berlik	-4
naik pitam	-4
tulup	-3
pembohong	-4
bertandang	-4
beribadat	-3
vibrasi	-3
menjerkah	-5
fakir	-5
kode	-3
cencala	-5
kerusuhan	-5
genitalia	-3
sigar	-3
pengungkit	-3
fadihat	-5
indehoi	-3
ta	-3
akik	-3
jamah	-5
sewot	-5
bolsak	-4
mendusta	-4
mendustai	-3
urung	-5
kasiku	-4
penyadaran	-3
cirit	-5
menjolok	-3
penting	-4
apkiran	-4
memenuhi	-3
hubungan singkat	-4
adiktif	-4
menyingkap	-4
lubuk	-3
meredup	-3
lelucon	-4
umbul-umbul	-3
pautan	-4
menyangkak hati	-4
kadam	-3
turut	-3
hot	-4
jalan lingkar	-4
penerangan	-3
menguji	-5
coreng moreng	-4
iri hati	-5
setia	-4
kurang darah	-4
makmum	-3
deriji	-4
terburu	-3
sedu	-5
cunam	-3
kekeramatan	-5
bermukah	-4
sampean	-4
jendera	-4
menggelabu	-4
bedol	-4
pemakai bahasa	-3
arca	-3
sistem	-4
buang-buang air	-5
menyiasat	-3
lecet	-4
walang hati	-5
pemburu	-5
dampratan	-5
bersenda gurau	-4
bertala-tala	-3
tegal	-4
pengumpil	-3
bersinggungan	-3
menduri	-4
berbantahan	-3
bahasa	-4
gugup	-5
gugus	-4
bercikun-cikun	-5
merorod	-4
(tua) uzur	-3
rompes	-4
kepalang	-3
ulam-ulam	-5
pandemi	-5
atribut	-3
deskripsi	-4
geblek	-5
bungsu	-3
menyembunyikan	-3
beranggar lidah	-3
londang	-3
terbakar	-5
mengesel	-5
kerabit	-3
keluarga	-3
berangsang	-5
hilang akal	-5
berkecenderungan	-3
junior	-4
penjara	-4
menyesak	-4
banyak cakap	-4
antitesis	-3
mengotori	-5
bercucuran	-5
mengelih	-4
penanggung	-4
barut	-3
mengelis	-3
pipitan	-3
intiha	-3
tenggalam	-3
menyesar	-3
menyesap	-3
sayap	-4
pelak	-3
cemomot	-4
bebal	-3
antuk	-4
lantaran	-4
satelit	-3
berangsur	-3
danyang	-4
seleweng	-5
mendangkung	-3
soak	-5
menghujat	-4
berombongan	-4
caing	-3
sorak	-3
taburan	-3
imbesil	-5
pelir	-5
cukup	-5
kemban	-5
keris	-4
tersumbat	-5
bercekcok	-4
asan tak asan	-5
jual murah	-3
bertengking	-4
bantu	-4
mengonfirmasi	-4
bergundang	-5
pengamitan	-4
memecah	-4
bergairah	-3
cengkeram	-5
menafikan	-4
menyakar	-5
pepet	-5
ketat	-3
cuma	-3
berdompol	-4
mencecak	-3
melumur	-4
melukat	-4
jeli	-3
aborsi	-3
lembu hutan	-3
jalu	-4
puntianak	-5
berbicara	-3
pengacauan	-4
tuju	-4
pinggir	-4
merangsang	-4
menjatuhkan	-4
kerabu	-5
debil	-5
laif	-5
bentul	-3
renyang	-5
berbecak-becak	-3
aji	-3
penabalan	-3
berona	-3
bagian	-4
laik	-5
bundak	-3
narkotik	-3
resan	-5
koyak	-3
anggota	-3
mempersakiti	-5
benjut	-4
terbuni	-5
penyangkal	-4
coleng	-4
terpangah	-4
tindih	-4
(olahraga) bokser	-5
sano	-4
keset	-4
bening	-4
hemat	-3
lebar mulut	-4
ambles	-4
konglomerasi	-4
prapendapat	-3
generasi	-3
menunjang	-3
memapas	-5
abses	-4
berhandai-handai	-3
jawatan	-3
geriap	-4
bersara	-3
absen	-3
serampu	-3
candala	-5
batel	-4
tumpat	-4
berjejak	-3
degil	-5
masyhur	-5
dangkar	-4
talak	-3
kedengkian	-5
berbahaya	-4
mengguguk	-5
inisiator	-4
harus	-5
pergi	-3
menggiatkan	-4
cucup	-3
menebeng	-3
kepala angin	-3
berasal	-3
berasak	-3
padang luas	-3
menyelundupi	-3
menganugerahi	-3
kusut pikiran	-4
galas	-4
temporer	-4
kocar-kacir	-5
sambungan jiwa	-3
degub	-3
desak	-4
laknat	-5
pikiran tumpul	-3
bergema	-4
siratan	-3
epidemi	-5
minta	-3
bacok	-4
kepialu	-4
kesepakatan	-4
desau	-3
jenewer	-4
mencium	-3
mengernai	-4
merekomendasi	-3
nistaan	-5
berkemandang	-3
separuh	-3
keloyoan	-3
gerah	-5
menyekar	-4
rusuk	-4
cangkul	-4
tertangguh	-3
trek	-3
minum	-3
beringat	-3
hingar	-5
wreda	-4
petus	-3
loksek	-4
mencemari	-4
mencopet	-5
daing	-4
kongkong	-3
sara bara	-5
rapun	-5
eban	-4
tuhmah	-3
perit	-4
merasuk hati	-3
minus	-3
erotan	-4
se-sat pusat	-4
menyikut	-5
khalifatullah	-4
desersi	-3
penobatan	-3
setengah	-3
direksi	-3
kecap	-4
pamflet	-3
tercampak	-5
kebimbangan	-4
pangkur	-4
bablas	-5
somplak	-4
memamah	-4
doi	-3
iming-iming	-3
kembang-kempis	-4
menyabet	-5
kegegeran	-3
menyeterui	-5
merumung	-3
mengembat	-5
menjual	-5
derek	-5
mata betung	-3
hasud	-5
koteng	-3
hulu	-3
kesukaran	-4
pembantah	-4
meninggalkan	-4
semuanya	-3
patah pucuk	-5
ketupat bangkahulu	-5
gedang	-4
sitoplasma	-5
pengumuman	-3
terbenam	-5
kesenyapan	-4
puisi	-3
penggelapan	-4
telerang	-3
permusuhan	-5
terasing	-5
digresi	-4
penyap	-3
lancip	-4
hoki	-3
celomes	-4
implementasi	-4
semrawut	-5
atresia	-3
menjejaki	-4
lopak	-4
membahana	-3
mampir	-3
bersurai	-3
gambar	-3
asid	-5
menggoyang	-3
rangkap	-3
lekukan	-3
langsuir	-4
random	-4
menakali	-4
pupus	-5
dukun	-3
mengharubirukan	-4
irsyad	-3
rurut	-5
gelantung	-4
diplomasi	-5
buram	-3
pengintai	-3
menginapkan (jenazah)	-3
carik	-5
terpaksa	-4
terbelakang	-3
bertimbal	-3
mencerca	-5
pelana	-3
buras	-4
folder	-5
blangko	-3
badan	-3
tamparan	-3
berpoleng	-3
membekam	-4
tipu muslihat	-5
menyeluk	-3
jungkal	-5
kata-kata	-4
jengkang	-5
stok	-3
jalan arteri	-4
buah	-3
inferioritas	-5
tampak	-3
mencakar	-4
comberan	-4
gaul	-3
bab	-4
menampak	-4
beringas	-4
pada	-3
rudin	-5
memarak	-3
vampir	-5
menggaet	-5
pincang	-4
indolensi	-4
bercakar-cakaran	-4
dekadensi	-5
ambruk	-5
sebagai	-3
rubuh	-5
pawana	-4
radius	-4
kerikil	-3
berambu-rambu	-4
menghalang	-4
cemar	-5
lekat	-3
periksa	-5
lekas	-3
lekap	-3
cemat	-5
bunting	-3
disentri	-5
babak	-4
bertingkat	-4
kemerosotan	-5
atur	-4
gabas	-5
kohor	-3
berlebih-lebih	-4
pertunjuk	-3
suplai	-3
inteligen	-4
gunjingan	-5
artikel	-4
berjubal	-3
menyemir	-5
pongsu	-4
tatah-tatah	-5
anarki	-4
menyelami	-5
mencepung	-5
azab	-5
menegah	-5
menyumpahi	-5
dabih	-3
menyisikan	-4
pinak	-3
cempeng	-4
linguis	-3
perguaman	-4
telimpuh	-3
dangkung	-3
menyurut	-3
mengadili	-4
pita	-4
membual	-4
bijaksana	-4
awa-	-3
bergulat	-4
penyigian	-3
mengagumkan	-5
jambak	-5
cekah	-4
berlanggaran	-4
melunyah	-3
ujar	-4
pemikiran	-3
cepol	-4
lemau	-4
melepas	-5
cekat	-4
simpang-siur	-4
penengah	-3
menjebol	-3
menyetrap	-3
hadir	-3
subversif	-4
menyembarangi	-5
menimang-nimang	-3
balkon	-3
juwita	-4
tersimbah	-5
tersila	-3
tambeng	-5
anyir	-4
penghormatan	-3
berdekus	-3
madani	-4
menganggur	-4
berdikit-dikit	-3
ayat	-4
semprot	-5
reguk	-3
seluruhnya	-3
jelata	-5
berak air	-4
selia	-4
senang	-4
memejalkan	-3
kendati	-3
tunggang gunung	-4
pengasih	-4
gembung	-3
menjodohkan	-3
melindur	-3
tuntut	-3
beredak	-5
semena-mena	-5
kedung	-3
antek	-3
mandiri	-3
bancang	-5
perdata	-3
tertumbuk	-4
tawon	-3
terisolasi	-3
putus akal	-5
ringan lidah	-4
menyerempakkan	-3
terperosok	-5
menebuk	-3
ain	-5
topek	-4
alur	-4
serak	-4
terlengar	-4
aib	-5
frustasi	-3
penyemat	-4
ganggang	-3
bimbingan	-3
mewujudkan	-3
wafat	-5
peniadaan	-3
penolak	-3
geluduk	-3
arsip	-5
upaya	-4
papakerma	-5
istan	-5
buang air besar	-5
tongong	-3
tuntunan	-3
kecapekan	-3
inventori	-3
melabrak	-5
sedikit	-4
khinzir	-4
curna	-5
menghuni	-3
merayapi	-3
oles	-4
mendemonstrasikan	-4
cuka belanda	-5
mengalihkan	-5
berdampingan	-3
menggeletar	-4
kompas	-3
raib	-3
terbongkar	-3
pandir	-5
mengantarai	-3
kelam kabut	-4
bertambun	-3
topo	-5
menyunat	-5
melawat	-4
mengantara	-3
duaja	-3
pegawai pemerintah	-3
rahmat	-3
bergemam	-3
menanggungkan	-5
berandalan	-5
melibas	-4
berselawat	-3
pangsa	-3
pica	-4
meriba	-3
menyengat	-4
kanun	-3
menanggapi	-5
menggugat	-4
berkumandang	-3
boyak	-5
lucah	-5
cekang	-3
gondok	-4
ambai	-5
sangat	-5
gendak	-5
dalalah	-5
kecintaan	-3
bertimpa-timpa	-3
sewal	-5
gosip	-5
mata ikan	-4
muncul	-3
tungku	-4
ambau	-5
pukang	-3
terbang arwah	-4
mengungkapkan	-4
bersentuh	-5
aktif	-3
memanaskan	-4
ruat	-4
membantai	-4
plonga-plongo	-3
keropos	-3
rangkai	-4
bertindak	-4
membantar	-4
ruai	-4
ruak	-4
pagebluk	-5
canggung	-4
tergeliat	-3
lenggana	-4
insentif	-3
merangkam	-4
gegadan	-5
kicauan	-4
mengucur	-3
merangkak	-3
shabu-shabu	-3
banyak mulut	-4
mengorok	-3
percekcokan	-4
laporan	-5
unting	-5
ambiguitas	-5
menyampingkan	-4
bando	-4
mencarak	-3
celetuk	-5
ledekan	-5
arah	-4
pohon	-4
rumor	-5
aram	-3
menimangkan	-3
jelingah	-3
dengus	-3
dengut	-3
berlaga	-4
nasihat	-3
kerawanan	-4
murup	-3
lasat	-5
congor	-3
menegapkan	-3
perlengkapan	-3
sederhana	-5
jentaka	-5
macis	-4
amor	-4
dedak	-3
perosok	-4
jereket	-3
salin	-3
beranak pinak	-3
menggelorakan	-4
menjemukan	-3
sedat	-4
bonggol	-4
sebelah	-4
bersusila	-4
berliku-liku	-4
hidung	-5
bersaba	-3
penyatuan	-4
runtun	-5
meredam	-4
buah hati	-3
mendoa	-3
geser	-5
birokrat	-3
(barang) bekas	-4
memihakkan	-4
elusan	-3
tegar	-4
huni	-3
datang hati	-5
gegabah	-5
instruksi	-3
sadis	-5
bertelingkah	-4
sarak	-3
kandas	-5
berlarian	-5
agama	-3
mendompleng	-3
menitis	-3
berkisar	-3
penghapusan	-3
loakan	-4
dekaden	-5
bukti	-3
berkemih	-3
menabrak	-3
dungkul	-4
sia-sia	-4
kerok	-3
potol	-4
aliansi	-4
riba	-3
luak	-3
hantam	-5
penanda	-3
menjapit	-4
merosok	-3
berkeberatan	-4
ujung tangan	-4
encok	-5
otek	-4
koneksi	-4
mulut rambang	-4
anggara	-4
merecok	-4
penindihan	-4
gili-gili	-3
berurine	-3
pengebat	-3
mendedahkan	-4
armada	-5
terkutuk	-5
memenangi	-5
wan	-4
termasuk	-3
gado-gado	-4
wah	-3
gamang	-3
cantik	-4
merembes	-3
melemah	-3
kesetanan	-3
rakaat	-4
melepaskan	-5
terowongan	-4
vakum	-3
menolak	-4
faring	-5
bergemuruh	-3
ramah	-3
ramai	-5
pelontar	-3
berhanyut	-4
bersanggit	-5
esensial	-4
jajaran genjang	-4
menghabiskan	-4
menampakkan	-4
bercumbu	-4
lalat kerbau	-4
tidak keruan	-3
jaringan	-4
duel	-4
pencegah	-3
curang	-5
lewat batas	-4
tengak	-4
dampak	-3
tengkar	-4
meragukan	-3
layu	-4
balela	-4
memergoki	-5
merua	-4
cacau	-5
inspirasi	-3
beramuk-amukan	-4
setuju	-3
petir	-3
berbelit-belit	-4
lusuh	-5
tersiar	-3
galaba	-5
bertunjangkan	-4
pental	-3
paruh	-3
darurat	-4
geming	-4
hangit	-5
gepok	-5
realisasi	-3
memotivasi	-4
angkatan	-5
serupa	-3
kesentuhan	-3
kungkungan	-3
ajar	-3
luwes	-4
siaran	-3
acoan	-5
pegawai negeri	-3
merundung	-4
parut	-3
panar	-3
oyok	-3
cingangah	-4
bertele-tele	-3
menyerap	-3
hilang pikiran	-4
getol	-3
mengebiri	-3
merapatkan	-3
batil	-4
ketelanjuran	-5
siksaan	-5
setip	-3
kalimantang	-3
salah urat	-3
menempati	-3
bermotif	-3
indo	-3
jeritan	-5
berziarah	-4
adimarga	-4
menyolang	-3
terkelik	-3
berogak-ogak	-4
pusu	-4
arus udara	-4
pencerahan	-3
terpotong	-3
bambu	-3
bendera	-3
empedal	-5
memindahkan	-5
cecunguk	-5
tulah	-3
barkas	-5
bercanda	-4
iring-iringan	-4
datuk	-4
memalak	-4
kumandang	-3
turunan	-3
kacrek	-3
ametis	-4
segi	-4
gembira	-3
menangkap tangan	-5
batalion	-5
berasimilasi	-3
reyot	-3
terjumpa	-4
kemasygulan	-3
beroperasi	-4
bengok	-4
hujung	-3
inklinasi	-3
menasihatkan	-3
mengistimewakan	-3
berpencar	-5
huma	-4
demen	-3
memperolahkan	-4
jalan protokol	-4
menyentak	-5
sakit hati	-3
